lease_id,property_id,market,property_class,unit_type,unit_sqft,tenure_months,lease_start_date,current_rent,market_rent,rent_increase_offered_pct,concession_months,maintenance_requests_count,maintenance_avg_response_days,feedback_theme,feedback_sentiment,feedback_text,renewed
L00938,PR030,Charlotte,A,Studio,543.0,6.1,2025-06-29,1069.0,1140.0,6.62,0,8,1.92,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00939,PR030,Charlotte,A,3BR,1469.0,4.2,2025-08-28,3005.0,2953.0,-1.74,0,10,1.71,Cleanliness,negative,Common areas are not kept clean.,1
L00940,PR030,Charlotte,A,2BR,1098.0,4.3,2025-08-23,2201.0,2239.0,1.72,0,3,3.23,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00941,PR030,Charlotte,A,3BR,1310.0,7.2,2025-05-26,2254.0,2557.0,13.47,2,3,1.16,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",0
L00942,PR030,Charlotte,A,1BR,732.0,16.9,2024-08-04,1239.0,1308.0,5.63,1,5,1.36,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00943,PR030,Charlotte,A,1BR,734.0,1.0,2025-12-02,1387.0,1373.0,-1.03,0,0,2.62,Safety,negative,"Front gate has been broken, security is a concern.",1
L00944,PR030,Charlotte,A,2BR,1136.0,44.1,2022-05-02,2276.0,2345.0,3.04,0,2,3.29,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1
L00945,PR030,Charlotte,A,2BR,1055.0,1.0,2025-12-02,1968.0,1871.0,-4.91,0,3,2.75,Lighting,negative,Parking lot lighting is poor at night.,1
L00946,PR030,Charlotte,A,1BR,748.0,29.8,2023-07-10,1358.0,1286.0,-5.0,0,1,2.22,Amenities,positive,Amenity spaces are a great value for the rent.,0
L00947,PR030,Charlotte,A,3BR,1441.0,31.5,2023-05-21,2637.0,2872.0,8.91,1,0,2.14,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00948,PR030,Charlotte,A,2BR,1049.0,10.4,2025-02-19,2049.0,2131.0,3.98,0,1,3.46,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00949,PR030,Charlotte,A,Studio,534.0,2.1,2025-10-31,964.0,1028.0,6.59,1,2,3.3,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00950,PR030,Charlotte,A,1BR,784.0,11.7,2025-01-12,1484.0,1629.0,9.79,0,0,2.5,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00951,PR030,Charlotte,A,1BR,752.0,13.9,2024-11-06,1374.0,1452.0,5.7,0,6,2.17,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00952,PR030,Charlotte,A,1BR,823.0,27.3,2023-09-24,1434.0,1544.0,7.67,0,5,2.48,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00953,PR030,Charlotte,A,2BR,1170.0,11.2,2025-01-26,2028.0,2135.0,5.29,1,3,1.72,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L00954,PR030,Charlotte,A,Studio,527.0,7.4,2025-05-21,1000.0,1104.0,10.43,0,3,2.3,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00955,PR030,Charlotte,A,2BR,1037.0,25.5,2023-11-18,1598.0,1803.0,12.87,1,1,1.96,Maintenance,negative,Maintenance team is slow to respond to requests.,1
L00956,PR030,Charlotte,A,2BR,1039.0,55.5,2021-05-22,1967.0,2065.0,5.0,0,2,2.34,Safety,negative,"Front gate has been broken, security is a concern.",1
L00957,PR030,Charlotte,A,1BR,758.0,14.5,2024-10-18,1380.0,1446.0,4.79,0,6,1.99,Noise,negative,Thin walls make it hard to get any quiet.,1
L00958,PR030,Charlotte,A,2BR,1021.0,29.0,2023-08-03,1986.0,2097.0,5.6,1,2,2.97,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00959,PR030,Charlotte,A,1BR,760.0,12.8,2024-12-09,1449.0,1499.0,3.47,2,4,3.26,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00960,PR030,Charlotte,A,1BR,813.0,16.4,2024-08-21,1500.0,1530.0,2.0,1,4,2.07,Noise,negative,Thin walls make it hard to get any quiet.,1
L00961,PR030,Charlotte,A,2BR,1083.0,16.3,2024-08-24,1866.0,2038.0,9.24,0,3,1.63,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00962,PR031,Denver,C,Studio,511.0,8.2,2025-04-27,673.0,731.0,8.71,0,2,1.43,Lighting,negative,Common area lighting could be improved.,1
L00963,PR031,Denver,C,1BR,737.0,5.5,2025-07-18,913.0,900.0,-1.36,0,3,0.98,Safety,negative,Parking area doesn't feel very secure at night.,1
L00964,PR031,Denver,C,1BR,709.0,1.0,2025-12-02,894.0,1038.0,16.07,0,1,0.67,Lighting,negative,Common area lighting could be improved.,0
L00965,PR031,Denver,C,Studio,530.0,25.1,2023-12-01,650.0,726.0,11.59,1,2,0.59,Cleanliness,positive,Property is always clean and well-maintained.,0
L00966,PR031,Denver,C,1BR,766.0,1.0,2025-12-02,802.0,788.0,-1.69,2,1,2.57,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L00967,PR031,Denver,C,2BR,1004.0,14.8,2024-10-08,1206.0,1268.0,5.19,0,2,0.2,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00968,PR031,Denver,C,Studio,540.0,5.3,2025-07-25,677.0,738.0,8.97,0,2,1.63,Amenities,negative,Pool area feels outdated and underused.,0
L00969,PR031,Denver,C,1BR,725.0,3.0,2025-10-03,817.0,824.0,0.88,2,3,1.97,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L00970,PR031,Denver,C,1BR,736.0,15.4,2024-09-20,862.0,837.0,-2.83,2,0,0.97,Noise,positive,"Building is quiet, never had a noise complaint.",0
L00971,PR031,Denver,C,1BR,820.0,12.0,2025-01-03,1012.0,1057.0,4.51,0,1,1.22,Amenities,positive,Amenity spaces are a great value for the rent.,1
L00972,PR031,Denver,C,1BR,810.0,5.3,2025-07-24,1000.0,1032.0,3.2,1,2,1.41,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00973,PR031,Denver,C,3BR,1252.0,10.1,2025-03-01,1615.0,1606.0,-0.57,2,0,2.08,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L00974,PR031,Denver,C,2BR,1011.0,4.0,2025-09-03,1253.0,1380.0,10.18,0,0,2.98,Cleanliness,negative,Hallways and trash areas need more attention.,0
L00975,PR031,Denver,C,1BR,711.0,27.9,2023-09-06,915.0,892.0,-2.44,0,3,0.2,Amenities,negative,Gym equipment has been broken for months.,0
L00976,PR031,Denver,C,Studio,561.0,5.3,2025-07-25,677.0,701.0,3.46,1,1,0.53,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,0
L00977,PR031,Denver,C,1BR,727.0,3.9,2025-09-04,928.0,973.0,4.91,0,5,0.58,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00978,PR031,Denver,C,2BR,1000.0,19.5,2024-05-18,1372.0,1448.0,5.54,0,3,1.44,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00979,PR031,Denver,C,1BR,796.0,1.0,2025-12-02,1021.0,1119.0,9.65,1,3,1.05,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L00980,PR031,Denver,C,1BR,772.0,4.4,2025-08-22,959.0,986.0,2.8,0,2,2.12,Lighting,negative,Parking lot lighting is poor at night.,0
L00981,PR031,Denver,C,Studio,579.0,6.6,2025-06-15,688.0,626.0,-5.0,0,5,0.79,Cleanliness,positive,Property is always clean and well-maintained.,1
L00982,PR031,Denver,C,3BR,1390.0,29.9,2023-07-06,1760.0,1797.0,2.07,0,1,0.56,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L00983,PR031,Denver,C,Studio,519.0,42.1,2022-07-03,646.0,695.0,7.63,1,3,0.69,Maintenance,positive,Quick turnaround on my maintenance request.,1
L00984,PR031,Denver,C,2BR,1094.0,17.6,2024-07-14,1424.0,1471.0,3.28,1,1,1.57,Cleanliness,positive,Property is always clean and well-maintained.,1
L00985,PR031,Denver,C,1BR,733.0,9.5,2025-03-19,823.0,850.0,3.32,2,3,2.41,Noise,positive,"Building is quiet, never had a noise complaint.",1
L00986,PR031,Denver,C,2BR,1150.0,14.3,2024-10-23,1433.0,1528.0,6.63,0,2,1.41,Safety,negative,Parking area doesn't feel very secure at night.,0
L00987,PR031,Denver,C,2BR,1153.0,7.5,2025-05-19,1490.0,1598.0,7.29,0,2,0.89,Amenities,positive,"Love the amenities, especially the fitness center.",1
L00988,PR031,Denver,C,1BR,691.0,5.0,2025-08-03,877.0,834.0,-4.93,0,1,0.42,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",0
L00989,PR032,Atlanta,C,2BR,1017.0,41.3,2022-07-27,1253.0,1304.0,4.08,2,0,1.89,Maintenance,negative,Maintenance team is slow to respond to requests.,1
L00990,PR032,Atlanta,C,1BR,725.0,1.0,2025-12-02,951.0,963.0,1.29,2,2,0.85,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L00991,PR032,Atlanta,C,1BR,725.0,35.2,2023-01-29,865.0,846.0,-2.13,0,2,2.18,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00992,PR032,Atlanta,C,Studio,575.0,13.1,2024-11-28,769.0,816.0,6.17,2,1,0.73,Lighting,negative,Common area lighting could be improved.,0
L00993,PR032,Atlanta,C,1BR,808.0,23.1,2024-02-01,1015.0,1098.0,8.17,0,1,0.2,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L00994,PR032,Atlanta,C,3BR,1237.0,6.8,2025-06-09,1580.0,1537.0,-2.74,0,1,1.45,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00995,PR032,Atlanta,C,1BR,678.0,8.9,2025-04-05,849.0,931.0,9.72,2,1,2.07,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00996,PR032,Atlanta,C,2BR,1075.0,28.4,2023-08-21,1357.0,1404.0,3.49,0,2,2.65,Noise,negative,Noise from neighboring units is a constant issue.,1
L00997,PR032,Atlanta,C,2BR,1183.0,7.5,2025-05-18,1423.0,1391.0,-2.28,2,2,1.87,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L00998,PR032,Atlanta,C,1BR,775.0,10.7,2025-02-10,1012.0,1009.0,-0.24,0,1,0.84,Maintenance,negative,Still waiting on a repair I submitted weeks ago.,1
L00999,PR032,Atlanta,C,2BR,1078.0,1.0,2025-12-02,1426.0,1416.0,-0.72,1,2,2.76,Cleanliness,negative,Hallways and trash areas need more attention.,1
L01000,PR032,Atlanta,C,1BR,733.0,2.4,2025-10-20,863.0,858.0,-0.63,0,1,2.53,Maintenance,positive,Quick turnaround on my maintenance request.,1
L01001,PR032,Atlanta,C,2BR,1138.0,14.4,2024-10-22,1405.0,1501.0,6.85,0,0,1.64,Lighting,positive,"Well-lit throughout, common areas and parking included.",0
L01002,PR032,Atlanta,C,1BR,757.0,17.7,2024-07-13,970.0,1051.0,8.32,0,3,2.58,Safety,negative,Parking area doesn't feel very secure at night.,1
L01003,PR032,Atlanta,C,2BR,1174.0,12.2,2024-12-26,1448.0,1629.0,12.5,0,3,3.56,Amenities,negative,Gym equipment has been broken for months.,0
L01004,PR032,Atlanta,C,Studio,476.0,2.2,2025-10-28,601.0,604.0,0.51,0,1,0.83,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01005,PR032,Atlanta,C,2BR,1103.0,8.3,2025-04-26,1549.0,1637.0,5.71,1,4,0.47,Noise,positive,"Building is quiet, never had a noise complaint.",0
L01006,PR032,Atlanta,C,Studio,505.0,6.1,2025-06-29,607.0,612.0,0.76,1,0,0.8,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L01007,PR032,Atlanta,C,2BR,1102.0,9.6,2025-03-16,1215.0,1265.0,4.1,0,0,0.2,Cleanliness,positive,Property is always clean and well-maintained.,1
L01008,PR032,Atlanta,C,1BR,759.0,28.6,2023-08-16,937.0,905.0,-3.4,0,3,1.96,Lighting,negative,Parking lot lighting is poor at night.,1
L01009,PR032,Atlanta,C,2BR,1108.0,20.9,2024-04-05,1390.0,1367.0,-1.62,0,3,0.2,Amenities,negative,Pool area feels outdated and underused.,1
L01010,PR032,Atlanta,C,1BR,787.0,1.2,2025-11-25,977.0,1056.0,8.02,2,1,2.64,Cleanliness,positive,Property is always clean and well-maintained.,1
L01011,PR032,Atlanta,C,1BR,802.0,30.9,2023-06-06,1043.0,1008.0,-3.42,1,2,0.7,Noise,negative,Noise from neighboring units is a constant issue.,1
L01012,PR032,Atlanta,C,2BR,1185.0,8.9,2025-04-05,1424.0,1524.0,7.07,0,4,2.73,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L01013,PR033,Charlotte,C,3BR,1205.0,3.7,2025-09-11,1145.0,1236.0,7.91,0,8,2.02,Cleanliness,positive,Property is always clean and well-maintained.,1
L01014,PR033,Charlotte,C,1BR,821.0,7.1,2025-05-30,859.0,890.0,3.6,0,2,2.08,Noise,negative,Noise from neighboring units is a constant issue.,1
L01015,PR033,Charlotte,C,2BR,1064.0,21.6,2024-03-17,1130.0,1191.0,5.4,0,4,1.06,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L01016,PR033,Charlotte,C,2BR,1173.0,9.4,2025-03-23,1180.0,1273.0,7.9,1,0,2.44,Cleanliness,positive,Property is always clean and well-maintained.,1
L01017,PR033,Charlotte,C,3BR,1398.0,3.4,2025-09-20,1472.0,1547.0,5.06,0,3,3.27,Amenities,negative,Pool area feels outdated and underused.,1
L01018,PR033,Charlotte,C,2BR,1093.0,1.7,2025-11-10,1251.0,1320.0,5.53,0,4,2.03,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L01019,PR033,Charlotte,C,2BR,1075.0,9.7,2025-03-13,1109.0,1231.0,11.04,0,4,2.51,Safety,negative,Parking area doesn't feel very secure at night.,0
L01020,PR033,Charlotte,C,3BR,1536.0,22.1,2024-02-28,1555.0,1634.0,5.1,0,2,2.52,Amenities,positive,"Love the amenities, especially the fitness center.",1
L01021,PR033,Charlotte,C,2BR,1065.0,14.8,2024-10-08,1283.0,1295.0,0.96,2,3,1.04,Amenities,positive,"Love the amenities, especially the fitness center.",1
L01022,PR033,Charlotte,C,2BR,1044.0,3.7,2025-09-11,1132.0,1101.0,-2.73,0,3,4.3,Maintenance,negative,Maintenance request took 4 days to get resolved.,0
L01023,PR033,Charlotte,C,Studio,505.0,8.0,2025-05-02,515.0,539.0,4.57,0,0,1.77,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L01024,PR033,Charlotte,C,1BR,750.0,27.1,2023-10-02,834.0,853.0,2.34,1,4,2.9,Safety,negative,Parking area doesn't feel very secure at night.,1
L01025,PR033,Charlotte,C,2BR,1080.0,2.7,2025-10-10,1173.0,1268.0,8.04,1,0,3.02,Cleanliness,negative,Hallways and trash areas need more attention.,1
L01026,PR033,Charlotte,C,1BR,788.0,10.6,2025-02-12,814.0,911.0,11.89,2,3,2.11,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L01027,PR033,Charlotte,C,1BR,778.0,6.2,2025-06-28,830.0,821.0,-1.15,2,0,2.85,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L01028,PR033,Charlotte,C,1BR,778.0,1.9,2025-11-06,818.0,815.0,-0.43,2,7,2.49,Management Responsiveness,positive,Management team is responsive and easy to work with.,0
L01029,PR033,Charlotte,C,2BR,1068.0,1.0,2025-12-02,1210.0,1257.0,3.88,2,2,0.83,Lighting,negative,Parking lot lighting is poor at night.,1
L01030,PR033,Charlotte,C,1BR,775.0,11.4,2025-01-21,864.0,864.0,0.0,2,2,1.91,Amenities,negative,Gym equipment has been broken for months.,1
L01031,PR034,Dallas,C,1BR,811.0,17.2,2024-07-27,820.0,864.0,5.28,0,2,1.86,Noise,positive,"Building is quiet, never had a noise complaint.",1
L01032,PR034,Dallas,C,1BR,705.0,13.6,2024-11-14,741.0,759.0,2.42,1,0,3.38,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",1
L01033,PR034,Dallas,C,Studio,479.0,9.6,2025-03-16,502.0,545.0,8.48,0,2,1.01,Safety,negative,Parking area doesn't feel very secure at night.,1
L01034,PR034,Dallas,C,1BR,735.0,5.0,2025-08-03,867.0,908.0,4.73,0,2,1.05,Cleanliness,positive,Property is always clean and well-maintained.,1
L01035,PR034,Dallas,C,1BR,704.0,1.8,2025-11-08,686.0,737.0,7.53,2,2,2.48,Noise,negative,Noise from neighboring units is a constant issue.,0
L01036,PR034,Dallas,C,2BR,1011.0,7.4,2025-05-23,1017.0,1057.0,3.96,2,0,1.2,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01037,PR034,Dallas,C,2BR,1004.0,1.0,2025-12-02,1135.0,1190.0,4.91,1,1,3.23,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L01038,PR034,Dallas,C,2BR,1070.0,3.3,2025-09-23,1193.0,1296.0,8.66,0,2,2.63,Noise,positive,"Building is quiet, never had a noise complaint.",0
L01039,PR034,Dallas,C,Studio,509.0,7.9,2025-05-05,548.0,565.0,3.04,0,1,1.25,Management Responsiveness,negative,Management is difficult to reach when issues come up.,1
L01040,PR034,Dallas,C,2BR,1100.0,7.6,2025-05-16,1359.0,1446.0,6.36,0,2,0.2,Maintenance,negative,Maintenance request took 1 days to get resolved.,1
L01041,PR034,Dallas,C,Studio,505.0,1.0,2025-12-02,576.0,587.0,1.78,1,1,0.2,Maintenance,negative,Maintenance team is slow to respond to requests.,0
L01042,PR034,Dallas,C,2BR,1014.0,12.5,2024-12-19,1198.0,1238.0,3.34,0,1,1.14,Cleanliness,negative,Hallways and trash areas need more attention.,1
L01043,PR034,Dallas,C,2BR,1079.0,11.2,2025-01-27,1183.0,1325.0,11.97,0,2,2.03,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L01044,PR034,Dallas,C,1BR,710.0,1.1,2025-11-28,756.0,810.0,7.2,1,0,2.73,Noise,negative,Thin walls make it hard to get any quiet.,1
L01045,PR034,Dallas,C,2BR,1108.0,40.1,2022-08-30,1180.0,1195.0,1.29,2,2,1.41,Maintenance,positive,"Maintenance fixed my issue the same day, very responsive.",0
L01046,PR034,Dallas,C,3BR,1238.0,1.5,2025-11-18,1437.0,1525.0,6.11,0,4,0.74,Noise,negative,Thin walls make it hard to get any quiet.,0
L01047,PR034,Dallas,C,2BR,963.0,27.0,2023-10-03,1109.0,1082.0,-2.4,2,0,1.48,Cleanliness,positive,Property is always clean and well-maintained.,1
L01048,PR034,Dallas,C,1BR,690.0,1.0,2025-12-02,749.0,770.0,2.89,2,1,1.65,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L01049,PR034,Dallas,C,2BR,1057.0,30.0,2023-07-06,1196.0,1187.0,-0.77,0,0,2.93,Noise,negative,Noise from neighboring units is a constant issue.,0
L01050,PR034,Dallas,C,3BR,1331.0,1.0,2025-12-02,1548.0,1645.0,6.26,0,0,2.87,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L01051,PR034,Dallas,C,1BR,755.0,19.9,2024-05-08,803.0,827.0,3.06,0,2,0.62,Noise,positive,"Building is quiet, never had a noise complaint.",0
L01052,PR034,Dallas,C,2BR,1050.0,6.3,2025-06-24,1131.0,1192.0,5.42,2,1,2.08,Amenities,positive,Amenity spaces are a great value for the rent.,1
L01053,PR034,Dallas,C,Studio,498.0,18.8,2024-06-10,562.0,607.0,7.87,2,1,0.77,Amenities,negative,Pool area feels outdated and underused.,1
L01054,PR034,Dallas,C,Studio,557.0,7.2,2025-05-28,547.0,557.0,1.7,0,1,0.8,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01055,PR034,Dallas,C,2BR,1143.0,1.0,2025-12-01,1293.0,1317.0,1.88,2,1,2.66,Cleanliness,negative,Common areas are not kept clean.,1
L01056,PR034,Dallas,C,2BR,1133.0,20.4,2024-04-21,1162.0,1207.0,3.81,2,4,1.43,Cleanliness,negative,Common areas are not kept clean.,1
L01057,PR034,Dallas,C,2BR,1097.0,1.0,2025-12-01,1275.0,1271.0,-0.3,2,1,2.26,Cleanliness,negative,Common areas are not kept clean.,1
L01058,PR034,Dallas,C,3BR,1376.0,35.7,2023-01-11,1709.0,1776.0,3.94,2,2,2.16,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L01059,PR034,Dallas,C,Studio,499.0,1.0,2025-12-02,526.0,548.0,4.21,0,2,1.55,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L01060,PR034,Dallas,C,1BR,755.0,9.1,2025-03-30,764.0,803.0,5.14,0,1,1.96,Safety,negative,Parking area doesn't feel very secure at night.,1
L01061,PR034,Dallas,C,3BR,1287.0,18.0,2024-07-04,1400.0,1485.0,6.1,1,2,1.83,Lighting,negative,Parking lot lighting is poor at night.,0
L01062,PR034,Dallas,C,1BR,711.0,7.0,2025-06-03,769.0,738.0,-4.02,0,1,0.47,Noise,negative,Thin walls make it hard to get any quiet.,1
L01063,PR034,Dallas,C,2BR,993.0,3.4,2025-09-19,1135.0,1108.0,-2.43,0,3,2.11,Maintenance,positive,Quick turnaround on my maintenance request.,1
L01064,PR034,Dallas,C,1BR,765.0,19.9,2024-05-06,854.0,838.0,-1.84,1,3,0.92,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L01065,PR034,Dallas,C,Studio,524.0,21.5,2024-03-20,566.0,592.0,4.46,0,2,0.56,Amenities,positive,Amenity spaces are a great value for the rent.,1
L01066,PR034,Dallas,C,1BR,739.0,35.8,2023-01-08,817.0,838.0,2.58,0,1,2.48,Amenities,negative,Pool area feels outdated and underused.,1
L01067,PR034,Dallas,C,1BR,734.0,6.6,2025-06-15,753.0,698.0,-5.0,0,3,1.03,Lighting,negative,Common area lighting could be improved.,1
L01068,PR034,Dallas,C,2BR,981.0,9.9,2025-03-07,1133.0,1289.0,13.74,1,6,2.74,Amenities,negative,Pool area feels outdated and underused.,1
L01069,PR035,Austin,B,2BR,1086.0,18.6,2024-06-16,1630.0,1645.0,0.96,0,0,2.09,Cleanliness,positive,Property is always clean and well-maintained.,0
L01070,PR035,Austin,B,3BR,1386.0,9.7,2025-03-12,1886.0,1697.0,-5.0,0,2,1.59,Cleanliness,positive,Property is always clean and well-maintained.,1
L01071,PR035,Austin,B,2BR,1052.0,13.0,2024-12-03,1583.0,1654.0,4.46,2,1,0.44,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01072,PR035,Austin,B,2BR,1054.0,5.0,2025-08-01,1713.0,1704.0,-0.56,1,0,0.2,Noise,positive,"Building is quiet, never had a noise complaint.",1
L01073,PR035,Austin,B,1BR,775.0,3.1,2025-09-28,1193.0,1289.0,8.05,1,0,1.32,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L01074,PR035,Austin,B,1BR,708.0,10.9,2025-02-03,970.0,1055.0,8.71,2,0,1.45,Noise,positive,"Building is quiet, never had a noise complaint.",0
L01075,PR035,Austin,B,1BR,722.0,8.1,2025-04-30,963.0,1013.0,5.16,0,1,0.2,Amenities,positive,Amenity spaces are a great value for the rent.,1
L01076,PR035,Austin,B,Studio,520.0,6.9,2025-06-05,777.0,818.0,5.22,0,0,0.39,Cleanliness,positive,Property is always clean and well-maintained.,1
L01077,PR035,Austin,B,3BR,1411.0,15.6,2024-09-13,2093.0,2193.0,4.82,0,1,0.22,Management Responsiveness,positive,Management team is responsive and easy to work with.,1
L01078,PR035,Austin,B,1BR,714.0,16.4,2024-08-20,1127.0,1132.0,0.5,0,2,1.66,Cleanliness,positive,Property is always clean and well-maintained.,1
L01079,PR035,Austin,B,3BR,1471.0,1.0,2025-12-02,2233.0,2254.0,0.93,2,1,0.2,Amenities,negative,Pool area feels outdated and underused.,0
L01080,PR035,Austin,B,Studio,485.0,5.8,2025-07-09,692.0,766.0,10.62,0,1,0.95,Safety,positive,"Always feel safe on the property, good lighting and gated access.",0
L01081,PR035,Austin,B,2BR,1164.0,7.4,2025-05-21,1654.0,1781.0,7.68,0,2,0.2,Amenities,negative,Pool area feels outdated and underused.,1
L01082,PR035,Austin,B,1BR,795.0,1.4,2025-11-19,1077.0,1131.0,5.03,1,0,1.23,Noise,negative,Noise from neighboring units is a constant issue.,0
L01083,PR035,Austin,B,Studio,483.0,3.8,2025-09-09,715.0,765.0,7.0,1,0,0.97,Noise,positive,"Building is quiet, never had a noise complaint.",0
L01084,PR035,Austin,B,2BR,992.0,1.0,2025-12-02,1335.0,1385.0,3.69,1,2,0.33,Cleanliness,positive,Property is always clean and well-maintained.,1
L01085,PR035,Austin,B,1BR,777.0,78.2,2019-07-01,1205.0,1264.0,4.92,0,2,2.27,Noise,positive,"Building is quiet, never had a noise complaint.",1
L01086,PR035,Austin,B,2BR,1060.0,18.7,2024-06-13,1613.0,1725.0,6.97,0,0,0.2,Management Responsiveness,negative,Hard to get a response from the leasing office.,0
L01087,PR035,Austin,B,2BR,1026.0,1.3,2025-11-24,1558.0,1459.0,-5.0,0,1,0.83,Amenities,positive,Amenity spaces are a great value for the rent.,1
L01088,PR035,Austin,B,Studio,567.0,1.0,2025-12-02,768.0,833.0,8.53,1,2,2.04,Cleanliness,positive,Property is always clean and well-maintained.,1
L01089,PR035,Austin,B,3BR,1269.0,17.8,2024-07-10,1849.0,2000.0,8.17,0,1,0.97,Amenities,positive,"Love the amenities, especially the fitness center.",1
L01090,PR035,Austin,B,1BR,723.0,8.1,2025-04-30,1038.0,1039.0,0.1,1,0,2.21,Amenities,negative,Gym equipment has been broken for months.,1
L01091,PR036,Denver,C,2BR,1149.0,9.5,2025-03-20,1622.0,1710.0,5.44,2,5,2.43,Safety,positive,"Always feel safe on the property, good lighting and gated access.",1
L01092,PR036,Denver,C,1BR,749.0,1.3,2025-11-22,972.0,1037.0,6.65,0,4,3.24,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01093,PR036,Denver,C,3BR,1412.0,2.4,2025-10-19,1731.0,1889.0,9.12,1,2,2.58,Lighting,positive,"Well-lit throughout, common areas and parking included.",1
L01094,PR036,Denver,C,2BR,1064.0,6.8,2025-06-10,1432.0,1362.0,-4.88,0,3,1.12,Management Responsiveness,negative,Management is difficult to reach when issues come up.,0
L01095,PR036,Denver,C,Studio,591.0,2.4,2025-10-22,734.0,787.0,7.24,1,4,1.41,Cleanliness,negative,Common areas are not kept clean.,0
L01096,PR036,Denver,C,1BR,768.0,46.4,2022-02-20,982.0,1090.0,11.05,0,2,3.33,Cleanliness,positive,Property is always clean and well-maintained.,0
L01097,PR036,Denver,C,2BR,1168.0,41.1,2022-08-02,1354.0,1536.0,13.44,0,3,3.3,Management Responsiveness,negative,Hard to get a response from the leasing office.,1
L01098,PR036,Denver,C,2BR,1043.0,5.7,2025-07-11,1195.0,1169.0,-2.13,0,2,2.17,Noise,negative,Noise from neighboring units is a constant issue.,0
L01099,PR036,Denver,C,2BR,1056.0,14.3,2024-10-24,1375.0,1420.0,3.27,0,7,3.27,Amenities,negative,Pool area feels outdated and underused.,1
L01100,PR036,Denver,C,2BR,1066.0,10.7,2025-02-11,1433.0,1486.0,3.75,1,3,1.33,Amenities,positive,Amenity spaces are a great value for the rent.,1
L01101,PR036,Denver,C,2BR,1214.0,23.7,2024-01-13,1708.0,1834.0,7.38,0,2,2.32,Noise,negative,Thin walls make it hard to get any quiet.,1
L01102,PR036,Denver,C,1BR,742.0,13.8,2024-11-07,890.0,918.0,3.18,0,3,0.62,Noise,negative,Noise from neighboring units is a constant issue.,0
L01103,PR036,Denver,C,2BR,1036.0,1.0,2025-12-02,1419.0,1425.0,0.42,0,4,1.73,Maintenance,positive,Quick turnaround on my maintenance request.,1
